NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1		142	-0.6602446	-2.4330888	0.0	0.0	0.0	2960	tags=51%, list=19%, signal=62%	
ER-PHAGOSOME PATHWAY%REACTOME%R-HSA-1236974.6	ER-PHAGOSOME PATHWAY%REACTOME%R-HSA-1236974.6		83	-0.7188041	-2.418038	0.0	0.0	0.0	2113	tags=48%, list=14%, signal=56%	
G1 S TRANSITION%REACTOME%R-HSA-69206.4	G1 S TRANSITION%REACTOME%R-HSA-69206.4		123	-0.6706202	-2.4178905	0.0	0.0	0.0	2495	tags=52%, list=16%, signal=62%	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883	ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883		23	-0.8954367	-2.4127314	0.0	0.0	0.0	232	tags=52%, list=2%, signal=53%	
ORC1 REMOVAL FROM CHROMATIN%REACTOME%R-HSA-68949.5	ORC1 REMOVAL FROM CHROMATIN%REACTOME%R-HSA-68949.5		62	-0.74702436	-2.4118345	0.0	0.0	0.0	2113	tags=58%, list=14%, signal=67%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION		146	-0.64963675	-2.4107082	0.0	0.0	0.0	3508	tags=61%, list=23%, signal=78%	
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME%R-HSA-453279.6	MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME%R-HSA-453279.6		140	-0.6392711	-2.407616	0.0	0.0	0.0	2495	tags=51%, list=16%, signal=60%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884		37	-0.8189701	-2.4068995	0.0	0.0	0.0	1439	tags=57%, list=9%, signal=63%	
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.4	CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.4		69	-0.7264348	-2.4048984	0.0	0.0	0.0	2113	tags=51%, list=14%, signal=59%	
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 65%69563	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 65%69563		62	-0.7221044	-2.4013739	0.0	0.0	0.0	2113	tags=52%, list=14%, signal=60%	
TCR SIGNALING%REACTOME%R-HSA-202403.7	TCR SIGNALING%REACTOME%R-HSA-202403.7		111	-0.659493	-2.3963206	0.0	0.0	0.0	2788	tags=55%, list=18%, signal=67%	
AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781		62	-0.7453331	-2.3894458	0.0	0.0	0.0	2991	tags=79%, list=20%, signal=98%	
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.4	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.4		48	-0.7579802	-2.3860362	0.0	0.0	0.0	2113	tags=58%, list=14%, signal=68%	
AEROBIC RESPIRATION%GOBP%GO:0009060	AEROBIC RESPIRATION%GOBP%GO:0009060		96	-0.6808449	-2.3840132	0.0	0.0	0.0	3003	tags=64%, list=20%, signal=79%	
NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142	NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142		58	-0.7380819	-2.3823524	0.0	0.0	0.0	3489	tags=81%, list=23%, signal=105%	
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071		46	-0.7523895	-2.3821893	0.0	0.0	0.0	1540	tags=52%, list=10%, signal=58%	
PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009145	PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009145		49	-0.7486303	-2.375692	0.0	0.0	0.0	2991	tags=78%, list=20%, signal=96%	
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824	NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824		66	-0.70418924	-2.375185	0.0	0.0	0.0	2464	tags=50%, list=16%, signal=59%	
THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME%R-HSA-8852276.4	THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME%R-HSA-8852276.4		57	-0.7323591	-2.3745706	0.0	0.0	0.0	2113	tags=54%, list=14%, signal=63%	
G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 65%69615	G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 65%69615		64	-0.72308683	-2.3743086	0.0	0.0	0.0	2113	tags=52%, list=14%, signal=60%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478		32	-0.8277969	-2.3716419	0.0	0.0	0.0	1439	tags=63%, list=9%, signal=69%	
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 65%69580	P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 65%69580		62	-0.7221044	-2.3673036	0.0	0.0	0.0	2113	tags=52%, list=14%, signal=60%	
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775	MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775		64	-0.72430605	-2.3635654	0.0	0.0	0.0	2991	tags=73%, list=20%, signal=91%	
ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754	ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754		47	-0.7507651	-2.3613305	0.0	0.0	0.0	2991	tags=81%, list=20%, signal=100%	
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.5	UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.5		49	-0.75118196	-2.3559844	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910		54	-0.72634566	-2.354092	0.0	0.0	0.0	2132	tags=44%, list=14%, signal=52%	
AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646	AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646		63	-0.7227564	-2.3531837	0.0	0.0	0.0	2991	tags=73%, list=20%, signal=91%	
DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS%REACTOME DATABASE ID RELEASE 65%5678895	DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS%REACTOME DATABASE ID RELEASE 65%5678895		58	-0.72451824	-2.3481083	0.0	0.0	0.0	2788	tags=55%, list=18%, signal=67%	
RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904		73	-0.6950155	-2.3469808	0.0	0.0	0.0	2991	tags=70%, list=20%, signal=87%	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206	PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206		49	-0.7486303	-2.3454578	0.0	0.0	0.0	2991	tags=78%, list=20%, signal=96%	
DNA REPLICATION%GOBP%GO:0006260	DNA REPLICATION%GOBP%GO:0006260		125	-0.63094914	-2.3424618	0.0	0.0	0.0	3285	tags=50%, list=22%, signal=64%	
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773		64	-0.72430605	-2.3396294	0.0	0.0	0.0	2991	tags=73%, list=20%, signal=91%	
THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 65%1428517	THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 65%1428517		135	-0.64008695	-2.3385575	0.0	0.0	0.0	3003	tags=55%, list=20%, signal=68%	
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 65%450408	AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 65%450408		51	-0.7315304	-2.3382201	0.0	0.0	0.0	2113	tags=51%, list=14%, signal=59%	
REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 65%169911	REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 65%169911		50	-0.74450094	-2.3357484	0.0	0.0	0.0	2113	tags=54%, list=14%, signal=63%	
RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009201	RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009201		53	-0.7350081	-2.3322713	0.0	0.0	0.0	3468	tags=79%, list=23%, signal=102%	
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 65%69613	P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 65%69613		49	-0.75118196	-2.3318272	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504		25	-0.86204445	-2.3305175	0.0	0.0	0.0	1192	tags=64%, list=8%, signal=69%	
ELECTRON TRANSPORT CHAIN%GOBP%GO:0022900	ELECTRON TRANSPORT CHAIN%GOBP%GO:0022900		80	-0.6778901	-2.3290138	0.0	0.0	0.0	2991	tags=64%, list=20%, signal=79%	
METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.5	METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.5		54	-0.7354972	-2.3277283	0.0	0.0	0.0	2788	tags=63%, list=18%, signal=77%	
COMPLEX I BIOGENESIS%REACTOME%R-HSA-6799198.3	COMPLEX I BIOGENESIS%REACTOME%R-HSA-6799198.3		46	-0.75272155	-2.327625	0.0	0.0	0.0	2991	tags=80%, list=20%, signal=100%	
ELECTRON TRANSPORT CHAIN OXPHOS SYSTEM IN MITOCHONDRIA%WIKIPATHWAYS_20240210%WP111%HOMO SAPIENS	ELECTRON TRANSPORT CHAIN OXPHOS SYSTEM IN MITOCHONDRIA%WIKIPATHWAYS_20240210%WP111%HOMO SAPIENS		68	-0.7032289	-2.3230646	0.0	0.0	0.0	2991	tags=72%, list=20%, signal=89%	
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 65%69610	P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 65%69610		49	-0.75118196	-2.322662	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%R-HSA-174113.5	SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%R-HSA-174113.5		52	-0.7361518	-2.3225844	0.0	0.0	0.0	2113	tags=54%, list=14%, signal=62%	
INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 65%9020702	INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 65%9020702		108	-0.6480216	-2.3217335	0.0	0.0	0.0	2788	tags=45%, list=18%, signal=55%	
HH MUTANTS ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 65%5362768	HH MUTANTS ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 65%5362768		52	-0.73245317	-2.3184264	0.0	0.0	0.0	2788	tags=60%, list=18%, signal=73%	
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%R-HSA-180585.3	VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%R-HSA-180585.3		48	-0.7492728	-2.3167403	0.0	0.0	0.0	2113	tags=56%, list=14%, signal=65%	
PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986	PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986		41	-0.77544546	-2.3158412	0.0	0.0	0.0	2991	tags=88%, list=20%, signal=109%	
ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%R-HSA-1169091.2	ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%R-HSA-1169091.2		64	-0.70594275	-2.3124897	0.0	0.0	0.0	2113	tags=48%, list=14%, signal=56%	
DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR (BCR)%REACTOME DATABASE ID RELEASE 65%1168372	DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR (BCR)%REACTOME DATABASE ID RELEASE 65%1168372		77	-0.66973007	-2.3123662	0.0	0.0	0.0	3179	tags=53%, list=21%, signal=67%	
STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 65%69541	STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 65%69541		53	-0.73964256	-2.303193	0.0	0.0	0.0	2113	tags=53%, list=14%, signal=61%	
CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.4	CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.4		81	-0.68009484	-2.2966702	0.0	0.0	0.0	2640	tags=57%, list=17%, signal=68%	
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME%R-HSA-1236975.3	ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME%R-HSA-1236975.3		96	-0.6501263	-2.2964785	0.0	0.0	0.0	2155	tags=46%, list=14%, signal=53%	
HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.3	HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.3		119	-0.62952864	-2.293589	0.0	0.0	0.0	2678	tags=42%, list=18%, signal=51%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495		24	-0.8627265	-2.293512	0.0	0.0	0.0	1192	tags=67%, list=8%, signal=72%	
REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8941858.3	REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8941858.3		54	-0.7183748	-2.2934752	0.0	0.0	0.0	2113	tags=50%, list=14%, signal=58%	
NEGATIVE REGULATION OF NOTCH4 SIGNALING%REACTOME%R-HSA-9604323.2	NEGATIVE REGULATION OF NOTCH4 SIGNALING%REACTOME%R-HSA-9604323.2		52	-0.72648084	-2.29318	0.0	0.0	0.0	2113	tags=54%, list=14%, signal=62%	
